Id,Abstract,Task 1
D02200,"framework convolutional neural networks lie heart deep learning, downsampling performed max-pooling operation retains element maximum activation, completely discarding information contained elements pooling region.$$$to address issue, novel pooling scheme, ordinal pooling network (opn), introduced work.$$$opn rearranges elements pooling region sequence assigns different weights elements based orders sequence, weights learned gradient-based optimisation.$$$the results small-scale experiments image classification task demonstrate scheme leads consistent improvement accuracy max-pooling operation.$$$this improvement expected increase deeper networks, layers pooling necessary.",BACKGROUND METHODS METHODS RESULTS CONCLUSIONS
D00051,"wind farms, wake interaction leads losses power capture accelerated structural degradation compared freestanding turbines.$$$one method reduce wake losses misaligning rotor incoming flow yaw actuator, laterally deflecting wake away downstream turbines.$$$however, demands accurate computationally tractable model wind farm dynamics.$$$this problem calls closed-loop solution.$$$this tutorial paper fills scientific gap demonstrating closed-loop controller synthesis cycle steady-state surrogate model.$$$furthermore, novel, computationally efficient modular communication interface presented enables researchers straight-forwardly test control algorithms large-eddy simulations.$$$high-fidelity simulations 9-turbine farm power production increase 11% proposed closed-loop controller compared traditional, greedy wind farm operation.",BACKGROUND BACKGROUND BACKGROUND METHODS OBJECTIVES OTHERS CONCLUSIONS
D03640,"performing astronomical data analysis personal computers impractical large data sets produced nowadays.$$$as analysis task automatized extent, idea moving processing data located means moving scientific process archives data centers.$$$using jupyter notebooks remote service recent trend data analysis aims deal problem, harnessing infrastructure serve astronomer increasing complexity service challenge.$$$in paper present architecture features jovial, cloud service astronomers safely use jupyter notebooks personal space designed high-performance processing high-availability principle.$$$we features existing specific packages adapted run notebooks, algorithms adapted run data center necessarily redesigning them.",BACKGROUND BACKGROUND/OBJECTIVES BACKGROUND OBJECTIVES/METHODS RESULTS/CONCLUSIONS
D04767,"person-to-person evaluations prevalent kinds discourse important establishing reputations, building social bonds, shaping public opinion.$$$such evaluations analyzed separately signed social networks textual sentiment analysis, misses rich interactions language social context.$$$to capture interactions, develop model predicts individual a's opinion individual b synthesizing information signed social network b embedded sentiment analysis evaluative texts relating b.$$$we prove problem np-hard relaxed efficiently solvable hinge-loss markov random field, implementation outperforms text-only network-only versions different datasets involving community-level decision-making: wikipedia requests adminship corpus convote u.s. congressional speech corpus.",BACKGROUND BACKGROUND METHODS RESULTS
D06953,"standardized corpora undeciphered scripts, necessary starting point computational epigraphy, requires laborious human effort preparation raw archaeological records.$$$automating process machine learning algorithms significant aid epigraphical research.$$$here, steps direction present deep learning pipeline takes input images undeciphered indus script, archaeological artifacts, returns output string graphemes, suitable inclusion standard corpus.$$$the image decomposed regions selective search regions classified containing textual and/or graphical information convolutional neural network.$$$regions classified potentially containing text hierarchically merged trimmed remove non-textual information.$$$the remaining textual image segmented standard image processing techniques isolate individual graphemes.$$$this set finally passed second convolutional neural network classify graphemes, based standard corpus.$$$the classifier identify presence absence frequent indus grapheme, ""jar"" sign, accuracy 92%.$$$our results demonstrate great potential deep learning approaches computational epigraphy and, generally, digital humanities.",BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS METHODS METHODS RESULTS CONCLUSIONS
D02861,"paper, propose novel deep learning architecture multi-label zero-shot learning (ml-zsl), able predict multiple unseen class labels input instance.$$$inspired way humans utilize semantic knowledge objects interests, propose framework incorporates knowledge graphs describing relationships multiple labels.$$$our model learns information propagation mechanism semantic label space, applied model interdependencies seen unseen class labels.$$$with investigation structured knowledge graphs visual reasoning, model applied solving multi-label classification ml-zsl tasks.$$$compared state-of-the-art approaches, comparable improved performances achieved method.",BACKGROUND/OBJECTIVES BACKGROUND/METHODS RESULTS CONCLUSIONS RESULTS
D03083,"study, shell-and-tube heat exchanger (sthx) design based seven continuous independent design variables proposed.$$$delayed rejection adaptive metropolis hasting (dram) utilized powerful tool markov chain monte carlo (mcmc) sampling method.$$$this reverse sampling (rs) method probability distribution design variables shell tube heat exchanger.$$$thanks probability distribution, uncertainty analysis performed quality variables.$$$in addition, decision-making strategy based confidence intervals design variables total annual cost (tac) provides final selection design variables.$$$results indicated high accuracies estimation design variables leads marginally improved performance compared commonly optimization methods.$$$in order verify capability proposed method, case study presented, shows significant cost reduction feasible respect multi-objective single-objective optimization methods.$$$furthermore, selected variables good quality (in terms probability distribution) lower tac achieved.$$$results costs proposed design lower obtained optimization method reported previous studies.$$$the algorithm determine impact probability values design variables single values obtain best heat transfer area pumping power.$$$in particular, reduction tac 3.5% achieved case considered.",OBJECTIVES METHODS RESULTS RESULTS RESULTS CONCLUSIONS OTHERS RESULTS CONCLUSIONS OBJECTIVES CONCLUSIONS
D05434,"broad class software engineering problems generalized ""total recall problem"".$$$this short paper claims identifying exploring total recall language processing problems software engineering important task wide applicability.$$$to case, applying adapting state art active learning text mining, solutions total recall problem, help solve important software engineering tasks: (a) supporting large literature reviews (b) identifying software security vulnerabilities.$$$furthermore, conjecture (c) test case prioritization (d) static warning identification categorized total recall problem.$$$the widespread applicability ""total recall"" software engineering suggests exists underlying framework encompasses natural language processing, wide range important software engineering tasks.",BACKGROUND OBJECTIVES/CONCLUSIONS METHODS/RESULTS RESULTS CONCLUSIONS
D00430,"essential new ways enabling experts different disciplines collaborate efficient development complex systems, increasing market pressures.$$$one possible solution challenge use heterogeneous model-based approach different teams produce conventional models carry usual mono-disciplinary analysis, addition, different models coupled simulation (co-simulation), allowing study global behavior system.$$$due potential, co-simulation studied different disciplines limited sharing findings.$$$our aim work summarize, bridge, enhance future research multidisciplinary area.$$$we provide overview co-simulation approaches, research challenges, research opportunities, detailed taxonomy different aspects state art co-simulation classification past years.$$$the main research needs identified are: finding generic approaches modular, stable accurate coupling simulation units; expressing adaptations required ensure coupling correct.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES METHODS RESULTS/CONCLUSIONS
D06892,"grammatical evolution (ge) population-based evolutionary algorithm, formal grammar genotype phenotype mapping process.$$$ponyge2 open source implementation ge python, developed ucd's natural computing research applications group.$$$it intended advertisement starting-point new ge, reference students researchers, rapid-prototyping medium experiments, python workout.$$$as providing characteristic genotype phenotype mapping ge, search algorithm engine provided.$$$a number sample problems tutorials use adapt ponyge2 developed.",BACKGROUND METHODS OBJECTIVES METHODS RESULTS
D04155,"non-uniform multi-illuminant color constancy important tasks, solution allow discard information lighting conditions image.$$$non-uniform illumination shadows distort colors real-world objects contain valuable information.$$$thus, vision image processing techniques benefit automatic discarding information pre-processing step.$$$in work propose novel view classical problem generative end-to-end algorithm, image conditioned generative adversarial network.$$$we demonstrate potential given approach joint shadow detection removal.$$$forced lack training data, render largest existing shadow removal dataset publicly available.$$$it consists approximately 6,000 pairs wide field view synthetic images shadows.",BACKGROUND BACKGROUND BACKGROUND METHODS RESULTS RESULTS CONCLUSIONS
D03890,"represent planning set loosely coupled network flow problems, network corresponds state variables planning domain.$$$the network nodes correspond state variable values network arcs correspond value transitions.$$$the planning problem path (a sequence actions) network that, merged, constitute feasible plan.$$$in paper present number integer programming formulations model loosely coupled networks varying degrees flexibility.$$$since merging introduce exponentially ordering constraints implement so-called branch-and-cut algorithm, constraints dynamically generated added formulation needed.$$$our results promising, improve previous planning integer programming approaches lay foundation integer programming approaches cost optimal planning.",BACKGROUND/METHODS BACKGROUND/METHODS BACKGROUND/METHODS OBJECTIVES METHODS RESULTS/CONCLUSIONS
D01413,"wide array dynamic bandwidth allocation (dba) mechanisms recently proposed improving bandwidth utilization reducing idle times packets delays passive optical networks (pons).$$$the dba evaluation studies commonly assumed report message communicating bandwidth demands distributed optical network units (onus) central optical line terminal (olt) scheduled end onu's upstream transmission, onu's payload data transmissions.$$$in article, conduct detailed investigation impact report message scheduling (rms), beginning (i.e., pay load data) end onu upstream transmission pon performance.$$$we analytically characterize reduction channel idle time reporting beginning upstream transmission compared reporting end.$$$our extensive simulation experiments consider ethernet passive optical networking (epon) standard gigabit pon (gpon) standard.$$$we dbas offline sizing scheduling onu upstream transmission grants end polling cycle, processes requests onus, reporting beginning gives substantial reductions mean packet delay high loads.$$$for high-performing dbas online grant sizing scheduling, immediately processes individual onu requests, interleaving onus groups, reporting beginning end essentially average packet delays.",BACKGROUND BACKGROUND OBJECTIVES/METHODS METHODS METHODS RESULTS/CONCLUSIONS RESULTS/CONCLUSIONS
D01733,"variety representation learning approaches investigated reinforcement learning; attention, however, given investigating utility sparse coding.$$$outside reinforcement learning, sparse coding representations widely used, non-convex objectives result discriminative representations.$$$in work, develop supervised sparse coding objective policy evaluation.$$$despite non-convexity objective, prove local minima global minima, making approach amenable simple optimization strategies.$$$we empirically key use supervised objective, straightforward unsupervised sparse coding approach.$$$we compare learned representations canonical fixed sparse representation, called tile-coding, demonstrating sparse coding representation outperforms wide variety tilecoding representations.",BACKGROUND BACKGROUND BACKGROUND/METHODS BACKGROUND/OBJECTIVES/CONCLUSIONS OBJECTIVES/METHODS/CONCLUSIONS METHODS/RESULTS/CONCLUSIONS
D02250,"widespread adoption indoor positioning systems based wifi fingerprinting present hindered large efforts required measurements collection offline phase.$$$two approaches recently proposed address issue: crowdsourcing rss radiomap prediction based interpolation propagation channel model fitting small set measurements.$$$rss prediction promises better positioning accuracy compared crowdsourcing systematic analysis impact parameters positioning accuracy available.$$$this paper fills gap introducing vifi, indoor positioning relies rss prediction based multi-wall multi-floor (mwmf) propagation model generate discrete rss radiomap (virtual fingerprints).$$$the vifi subject extensive experimental analysis order address role relevant parameters.$$$experimental results obtained different testbeds introduction virtual fingerprints allows reduction factor 10 number measurements, significant loss positioning accuracy.$$$the use testbeds allows derive general guidelines design implementation virtual fingerprinting system.",BACKGROUND BACKGROUND BACKGROUND/OBJECTIVES METHODS METHODS RESULTS METHODS
D06649,"research introduces new constraint domain reasoning data uncertainty.$$$it extends convex modeling notion p-box gain additional quantifiable information data whereabouts.$$$unlike existing approaches, p-box envelops unknown probability instead approximating representation.$$$the p-box bounds uniform cumulative distribution functions (cdf) order employ linear computations probabilistic domain.$$$the reasoning means p-box cdf-intervals interval computation exerted real domain projected cdf domain.$$$this operation conveys additional knowledge represented obtained probabilistic bounds.$$$empirical evaluation shows that, minimal overhead, output solution set realizes enclosure data tighter bounds probabilistic distributions.",OBJECTIVES METHODS METHODS METHODS METHODS RESULTS RESULTS/CONCLUSIONS
D02782,"lane detection detect lanes road provide accurate location shape lane.$$$it severs key techniques enable modern assisted autonomous driving systems.$$$however, unique properties lanes challenge detection methods.$$$the lack distinctive features makes lane detection algorithms tend confused objects similar local appearance.$$$moreover, inconsistent number lanes road diverse lane line patterns, e.g. solid, broken, single, double, merging, splitting lines hamper performance.$$$in paper, propose deep neural network based method, named lanenet, break lane detection stages: lane edge proposal lane line localization.$$$stage uses lane edge proposal network pixel-wise lane edge classification, lane line localization network stage detects lane lines based lane edge proposals.$$$please note goal lanenet built detect lane line only, introduces difficulties suppressing false detections similar lane marks road like arrows characters.$$$despite difficulties, lane detection shown robust highway urban road scenarios method relying assumptions lane number lane line patterns.$$$the high running speed low computational cost endow lanenet capability deployed vehicle-based systems.$$$experiments validate lanenet consistently delivers outstanding performances real world traffic scenarios.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND METHODS METHODS METHODS RESULTS RESULTS RESULTS
D04355,"work, explore outage probability (op) analysis selective decode forward (sdf) cooperation protocol employing multiple-input multipleoutput (mimo) orthogonal space-time block-code (ostbc) time varying rayleigh fading channel conditions imperfect channel state information (csi) mobile nodes.$$$the closed-form expressions per-block average op, probability distribution function (pdf) sum independent identically distributed (i.i.d.)$$$gamma random variables (rvs), cumulative distribution function (cdf) derived investigate performance relaying network.$$$a mathematical framework developed derive optimal source-relay power allocation factors.$$$it shown source node mobility affects per-block average op performance significantly destination node mobility.$$$nevertheless, node mobility situations, cooperative systems constrained error floor higher signal noise ratio (snr) regimes.$$$simulation results equal power allocation possible optimal solution source relay link stronger relay destination link.$$$also, allocate power source node source relay link weaker relay destination link.$$$simulation results op simulated plots close agreement op analytic plots high snr regimes.",BACKGROUND OBJECTIVES RESULTS METHODS CONCLUSIONS CONCLUSIONS CONCLUSIONS CONCLUSIONS CONCLUSIONS
D03947,"growing number people changing way consume news, replacing traditional physical newspapers magazines virtual online versions or/and weblogs.$$$the interactivity immediacy present online news changing way news produced exposed media corporations.$$$news websites create effective strategies catch people's attention attract clicks.$$$in paper investigate possible strategies online news corporations design news headlines.$$$we analyze content 69,907 headlines produced major global media corporations minimum consecutive months 2014.$$$in order discover strategies attract clicks, extracted features text news headlines related sentiment polarity headline.$$$we discovered sentiment headline strongly related popularity news dynamics posted comments particular news.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES RESULTS RESULTS CONCLUSIONS
D04519,"paper, consider class nonlinear regression problems assumption independent identically distributed.$$$we propose correspondent mini-max problem nonlinear regression outline numerical algorithm.$$$such algorithm applied regression machine learning problems, yield better results traditional regression machine learning methods.",OBJECTIVES METHODS RESULTS
D03797,"dynamically typed programming languages javascript python defer type checking run time.$$$in order maximize performance, dynamic language vm implementations attempt eliminate redundant dynamic type checks.$$$however, type inference analyses costly involve tradeoffs compilation time resulting precision.$$$this lead creation increasingly complex multi-tiered vm architectures.$$$this paper introduces lazy basic block versioning, simple jit compilation technique effectively removes redundant type checks critical code paths.$$$this novel approach lazily generates type-specialized versions basic blocks on-the-fly propagating context-dependent type information.$$$this require use costly program analyses, restricted precision limitations traditional type analyses avoids implementation complexity speculative optimization techniques.$$$we implemented intraprocedural lazy basic block versioning javascript jit compiler.$$$this approach compared classical flow-based type analysis.$$$lazy basic block versioning performs better benchmarks.$$$on average, 71% type tests eliminated, yielding speedups 50%.$$$we implementation generates efficient machine code tracemonkey, tracing jit compiler javascript, benchmarks.$$$the combination implementation simplicity, low algorithmic complexity good run time performance makes basic block versioning attractive baseline jit compilers.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS METHODS METHODS RESULTS RESULTS RESULTS CONCLUSIONS
D04247,"wireless networking allows users access information services regardless location physical infrastructure.$$$it fast growing technology availability wireless devices, flexibility, ease installation configuration.$$$with rapid expansion information communication technology (ict), consumption energy increasing.$$$in early age wireless technology, computing infrastructure focused access, capacity speed technology.$$$but computing infrastructure energy efficient because, wireless networking, devices powered battery limited source energy challenge researchers.$$$in computing infrastructure energy saving environmental protection global demand.$$$this paper proposed computing infrastructure based green computing energy efficient wireless networking.$$$further, challenges techniques like power consumption network architecture, algorithm efficiency, virtualization, dynamic power saving discussed energy efficient computing infrastructure.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND OTHERS OBJECTIVES OBJECTIVES/RESULTS/CONCLUSIONS OBJECTIVES/RESULTS/CONCLUSIONS
D04109,"smart meters continue deployed world collecting unprecedented levels fine-grained data consumers, need mechanisms fair both, (1) electric utility needs data improve operations, (2) consumer valuation privacy time benefits sharing consumption data.$$$in paper address problem proposing privacy contracts electric utilities consumers goal maximizing social welfare both.$$$our mathematical model designs optimization problem population users different valuations privacy costs operation utility.$$$we contracts change depending probability privacy breach.$$$this line research help inform current future smart meter collection practices.",BACKGROUND OBJECTIVES METHODS RESULTS CONCLUSIONS
D05649,"consider problem representing collective behavior large populations predicting evolution population distribution discrete state space.$$$a discrete time mean field game (mfg) motivated interpretable model founded game theory understanding aggregate effect individual actions predicting temporal evolution population distributions.$$$we achieve synthesis mfg markov decision processes (mdp) showing special mfg reducible mdp.$$$this enables broaden scope mean field game theory infer mfg models large real-world systems deep inverse reinforcement learning.$$$our method learns reward function forward dynamics mfg real data, report empirical test mean field game model real-world social media population.",OBJECTIVES METHODS METHODS METHODS RESULTS
D02274,"case law significant impact proceedings legal cases.$$$therefore, information obtained previous court cases valuable lawyers legal officials performing duties.$$$this paper describes methodology applying discourse relations sentences processing text documents related legal domain.$$$in study, developed mechanism classify relationships observed sentences transcripts united states court cases.$$$first, defined relationship types observed sentences court case transcripts.$$$then classified pairs sentences according relationship type combining machine learning model rule-based approach.$$$the results obtained evaluated human judges.$$$to best knowledge, study discourse relationships sentences determine relationships sentences legal court case transcripts.",BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS METHODS METHODS OTHERS
D03393,"background: clinical decision support systems (cdss) category health information technologies assist clinicians choose optimal treatments.$$$these support systems based clinical trials expert knowledge; however, data available systems limited.$$$for reason, cdsss significantly improved knowledge obtained treating patients.$$$this knowledge mainly contained patient records, usage restricted privacy confidentiality constraints.$$$methods: treatment effectiveness measure, containing valuable information treatment prescription, defined method extract measure patient records developed.$$$this method uses advanced cryptographic technology, known secure multiparty computation (henceforth referred mpc), preserve privacy patient records confidentiality clinicians' decisions.$$$results: solution enables compute effectiveness measure treatment based patient records, preserving privacy.$$$moreover, clinicians burdened computational communication costs introduced privacy-preserving techniques used.$$$our able compute effectiveness 100 treatments specific patient 24 minutes, querying database containing 20,000 patient records.$$$conclusion: paper presents novel efficient clinical decision support system, harnesses potential insights acquired treatment data, preserving privacy patient records confidentiality clinician decisions.",BACKGROUND BACKGROUND BACKGROUND/OBJECTIVES BACKGROUND METHODS METHODS RESULTS RESULTS RESULTS CONCLUSIONS
D05774,"deep neural networks discrete latent variables offer promise better symbolic reasoning, learning abstractions useful new tasks.$$$there surge discrete latent variable models, however, despite recent improvements, training discrete latent variable models remained challenging performance failed match continuous counterparts.$$$recent work vector quantized autoencoders (vq-vae) substantial progress direction, perplexity matching vae datasets cifar-10.$$$in work, investigate alternate training technique vq-vae, inspired connection expectation maximization (em) algorithm.$$$training discrete bottleneck em helps achieve better image generation results cifar-10, knowledge distillation, allows develop non-autoregressive machine translation model accuracy matches strong greedy autoregressive baseline transformer, 3.3 times faster inference.",BACKGROUND BACKGROUND/OBJECTIVES BACKGROUND METHODS RESULTS/CONCLUSIONS
D02307,"time-varying delays adversely affect performance networked control sys-tems (ncs) worst-case destabilize entire system.$$$therefore, modelling network delays important designing ncs.$$$however, modelling time-varying delays challenging dependence multiple pa-rameters length, contention, connected devices, protocol employed, channel loading.$$$further, multiple parameters inherently random de-lays vary non-linear fashion respect time.$$$this makes estimating ran-dom delays challenging.$$$this investigation presents methodology model de-lays ncs experiments general regression neural network (grnn) ability capture non-linear relationship.$$$to compute optimal smoothing parameter computes best estimates, genetic algorithm used.$$$the objective genetic algorithm compute optimal smoothing pa-rameter minimizes mean absolute percentage error (mape).$$$our results illustrate resulting grnn able predict delays 3% error.$$$the proposed delay model gives framework design compensation schemes ncs subjected time-varying delays.",BACKGROUND OTHERS BACKGROUND BACKGROUND OTHERS OBJECTIVES METHODS OBJECTIVES RESULTS CONCLUSIONS
D04560,"recent progress substantial, deep learning methods vulnerable maliciously generated adversarial examples.$$$in paper, present novel training procedure thresholding test strategy, robust detection adversarial examples.$$$in training, propose minimize reverse cross-entropy (rce), encourages deep network learn latent representations better distinguish adversarial examples normal ones.$$$in testing, propose use thresholding strategy detector filter adversarial examples reliable predictions.$$$our method simple implement standard algorithms, little extra training cost compared common cross-entropy minimization.$$$we apply method defend attacking methods widely mnist cifar-10 datasets, achieve significant improvements robust predictions threat models adversarial setting.",BACKGROUND METHODS METHODS METHODS CONCLUSIONS RESULTS
D03625,"identification minimum number local regions handwritten character image, containing well-defined discriminating features sufficient minimal complete description character challenging task.$$$a new region selection technique based idea enhanced harmony search methodology proposed here.$$$the powerful framework harmony search utilized search region space detect informative regions correctly recognizing handwritten character.$$$the proposed method tested handwritten samples bangla basic, compound mixed (basic compound characters) characters separately svm based classifier longest run based feature-set obtained image subregions formed cg based quad-tree partitioning approach.$$$applying methodology mentioned types datasets, respectively 43.75%, 12.5% 37.5% gains achieved terms region reduction 2.3%, 0.6% 1.2% gains achieved terms recognition accuracy.$$$the results sizeable reduction minimal number descriptive regions significant increase recognition accuracy datasets proposed technique.$$$thus time cost related feature extraction decreased dampening corresponding recognition accuracy.",BACKGROUND METHODS OBJECTIVES METHODS RESULTS CONCLUSIONS CONCLUSIONS
D05815,"paper presents new dataset called humbi - large corpus high fidelity models behavioral signals 3d diverse population measured massive multi-camera system.$$$with novel design portable imaging (consists 107 hd cameras), collect human behaviors 164 subjects gender, ethnicity, age, physical condition public venue.$$$using multiview image streams, reconstruct high fidelity models elementary parts: gaze, face, hands, body, cloth.$$$as byproduct, 3d model provides geometrically consistent image annotation 2d projection, e.g., body segmentation.$$$this dataset significant departure existing human datasets suffers subject diversity.$$$we hope humbi opens new opportunity development behavioral imaging.",OBJECTIVES METHODS METHODS METHODS RESULTS CONCLUSIONS
D01741,adams' extension parsing expression grammars enables specifying indentation sensitivity non-standard grammar constructs --- indentation binary relation alignment.$$$this paper proposes step-by-step transformation well-formed adams' grammars elimination alignment construct grammar.$$$the idea alignment avoided suggested adams process achieving aim described before.,BACKGROUND RESULTS BACKGROUND
D05611,"active communication robots humans essential effective human-robot interaction.$$$to accomplish objective, cloud robotics (cr) introduced robots enhance capabilities.$$$it enables robots perform extensive computations cloud sharing outcomes.$$$outcomes include maps, images, processing power, data, activities, robot resources.$$$but colossal growth data traffic, cr suffers latency issues.$$$therefore, unlikely scale large number robots particularly human-robot interaction scenarios, responsiveness paramount.$$$furthermore, issues related security privacy breaches ransomware attacks increase.$$$to address problems, paper, envisioned generation social robotic architectures based fog robotics (fr) inherits strengths fog computing augment future social robotic systems.$$$these new architectures escalate dexterity robots shoving data closer robot.$$$additionally, ensure human-robot interaction responsive resolving problems cr.$$$moreover, experimental results discussed considering scenario fr latency primary factor comparing cr models.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES METHODS OTHERS RESULTS/CONCLUSIONS
D02119,"medical errors leading causes death such, prevention errors paramount promoting health care.$$$patient safety event reports narratives describing potential adverse events patients important identifying preventing medical errors.$$$we present neural network architecture identifying type safety events step understanding narratives.$$$our proposed model based soft neural attention model improve effectiveness encoding long sequences.$$$empirical results large-scale real-world datasets patient safety reports demonstrate effectiveness method significant improvements existing methods.",BACKGROUND BACKGROUND OBJECTIVES METHODS RESULTS
D06045,"original pascaline mechanical calculator able sum subtract integers.$$$it encodes information angles mechanical wheels set gears, aided gravity, perform calculations.$$$here, concept realized electronics memory elements memristive systems.$$$by memristive emulators demonstrated experimentally memcomputing version mechanical pascaline, capable processing storing numerical results multiple levels memristive element.$$$our result experimental demonstration multidigit arithmetics multi-level memory devices emphasizes versatility potential memristive systems future massively-parallel high-density computing architectures.",BACKGROUND BACKGROUND OBJECTIVES RESULTS CONCLUSIONS
D02685,"paper presents bionic reflex control strategy kinematically constrained robotic finger.$$$here, bionic reflex achieved force tracking impedance control strategy.$$$the dynamic model finger reduced subject kinematic constraints.$$$thereafter, impedance control strategy allows exact tracking forces discussed.$$$simulation results single finger holding rectangular object flat surface presented.$$$bionic reflex response time order milliseconds.",BACKGROUND/OBJECTIVES METHODS METHODS METHODS RESULTS CONCLUSIONS
D05621,"discrimination simplicity features important effective efficient pedestrian detection.$$$however, state-of-the-art methods unable achieve good tradeoff accuracy efficiency.$$$inspired simple inherent attributes pedestrians (i.e., appearance constancy shape symmetry), propose new types non-neighboring features (nnf): side-inner difference features (sidf) symmetrical similarity features (ssf).$$$sidf characterize difference background pedestrian difference pedestrian contour inner part.$$$ssf capture symmetrical similarity pedestrian shape.$$$however, it's difficult neighboring features characterization abilities.$$$finally, propose combine non-neighboring neighboring features pedestrian detection.$$$it's non-neighboring features decrease average miss rate 4.44%.$$$experimental results inria caltech pedestrian datasets demonstrate effectiveness efficiency proposed method.$$$compared state-of-the-art methods cnn, method achieves best detection performance caltech, outperforming second best method (i.e., checkboards) 1.63%.",BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS OBJECTIVES METHODS RESULTS RESULTS CONCLUSIONS
D04368,"automated detection abnormalities data studied research area recent years diverse applications practice including video surveillance, industrial damage detection network intrusion detection.$$$however, building effective anomaly detection non-trivial task requires tackle challenging issues shortage annotated data, inability defining anomaly objects explicitly expensive cost feature engineering procedure.$$$unlike existing appoaches partially solve problems, develop unique framework cope problems simultaneously.$$$instead hanlding ambiguous definition anomaly objects, propose work regular patterns unlabeled data abundant usually easy collect practice.$$$this allows trained completely unsupervised procedure liberate need costly data annotation.$$$by learning generative model capture normality distribution data, isolate abnormal data points result low normality scores (high abnormality scores).$$$moreover, leverage power generative networks, i.e. energy-based models, able learn feature representation automatically replying hand-crafted features dominating anomaly detection research decades.$$$we demonstrate proposal specific application video anomaly detection experimental results indicate method performs better baselines comparable state-of-the-art methods benchmark video anomaly detection datasets.",BACKGROUND BACKGROUND BACKGROUND/OBJECTIVES BACKGROUND/OBJECTIVES/METHODS METHODS/CONCLUSIONS METHODS/CONCLUSIONS METHODS/CONCLUSIONS RESULTS/CONCLUSIONS
D01551,"recommender systems benefit tackling problem information overload predicting potential choices diverse niche objects.$$$so far, variety personalized recommendation algorithms proposed based similarities, collaborative filtering mass diffusion.$$$here, propose novel vertex similarity index named cosra, combines advantages cosine index resource-allocation (ra) index.$$$by applying cosra index real recommender systems including movielens, netflix rym, cosra-based method better performance accuracy, diversity novelty benchmark methods.$$$moreover, cosra index free parameters, significant advantage real applications.$$$further experiments introduction turnable parameters remarkably improve overall performance cosra index.",BACKGROUND BACKGROUND OBJECTIVES/METHODS RESULTS/CONCLUSIONS RESULTS/CONCLUSIONS RESULTS/CONCLUSIONS
D00231,"covariant-contravariant simulation conformance simulation generalize plain simulation try capture fact case ""the larger number behaviors, better"".$$$we previously studied logical characterizations paper present axiomatizations preorders defined new simulation relations induced equivalences.$$$the results lies fact axiomatizations help know new simulations better, understanding particular role contravariant characteristics interplay covariant ones; moreover, axiomatizations provide powerful tool (algebraically) prove results corresponding semantics.$$$but consider results interesting metatheoretical point view: fact covariant-contravariant simulation equivalence ground axiomatizable action exhibits covariant contravariant behaviour, non-axiomatizable actions kind covariant contravariant actions, offers new subtle example narrow border separating axiomatizable non-axiomatizable semantics.$$$we expect studying examples able develop general theory separating axiomatizable non-axiomatizable semantics.",BACKGROUND BACKGROUND/OBJECTIVES METHODS RESULTS/CONCLUSIONS OTHERS
D00535,"deep generative models tremendously successful learning low-dimensional latent representations well-describe data.$$$these representations, however, tend distort relationships points, i.e. pairwise distances tend reflect semantic similarities well.$$$this renders unsupervised tasks, clustering, difficult working latent representations.$$$we demonstrate taking geometry generative model account sufficient simple clustering algorithms work latent representations.$$$leaning recent finding deep generative models constitute stochastically immersed riemannian manifolds, propose efficient algorithm computing geodesics (shortest paths) computing distances latent space, taking distortion account.$$$we propose new architecture modeling uncertainty variational autoencoders, essential understanding geometry deep generative models.$$$experiments geodesic distance likely reflect internal structure data.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES/METHODS OBJECTIVES/METHODS RESULTS/CONCLUSIONS
D00240,"computation models circuits sequences computation steps carried other.$$$in words, algorithm design traditionally subject restriction imposed fixed causal order.$$$we address novel computing paradigm quantum computing, replacing assumption mere logical consistency: study non-causal circuits, fixed time structure gate locally assumed whilst global causal structure gates dropped.$$$we present examples logically consistent non- causal circuits outperforming causal ones; imply suppressing loops entirely restrictive avoiding contradictions rise to.$$$that fact known correlations communication, extend computation.",BACKGROUND BACKGROUND OBJECTIVES/METHODS RESULTS RESULTS/CONCLUSIONS
D06098,"weighted low-rank approximation (wlra), dimensionality reduction technique data analysis, successfully applications, collaborative filtering design recommender systems vision recover structure motion.$$$in paper, study computational complexity wlra prove np-hard approximate solution, rank-one approximation sought.$$$our proofs based reduction maximum-edge biclique problem, apply strictly positive weights binary weights (the corresponding low-rank matrix approximation missing data).",BACKGROUND OBJECTIVES/RESULTS/CONCLUSIONS METHODS
D05442,computationally efficient classification architecture proposed.$$$it utilizes fast tensor-vector multiplication algorithm apply linear operators input signals .$$$the approach applicable wide variety recognition architectures ranging single stage matched filter bank classifiers complex neural networks unlimited number hidden layers.,OBJECTIVES/RESULTS METHODS CONCLUSIONS
