Id,Abstract,Task 2
D04155,"non-uniform and multi-illuminant color constancy are important tasks, the solution of which will allow to discard information about lighting conditions in the image.$$$non-uniform illumination and shadows distort colors of real-world objects and mostly do not contain valuable information.$$$thus, many computer vision and image processing techniques would benefit from automatic discarding of this information at the pre-processing step.$$$in this work we propose novel view on this classical problem via generative end-to-end algorithm, namely image conditioned generative adversarial network.$$$we also demonstrate the potential of the given approach for joint shadow detection and removal.$$$forced by the lack of training data, we render the largest existing shadow removal dataset and make it publicly available.$$$it consists of approximately 6,000 pairs of wide field of view synthetic images with and without shadows.",THEORETICAL ENGINEERING
D03890,"we represent planning as a set of loosely coupled network flow problems, where each network corresponds to one of the state variables in the planning domain.$$$the network nodes correspond to the state variable values and the network arcs correspond to the value transitions.$$$the planning problem is to find a path (a sequence of actions) in each network such that, when merged, they constitute a feasible plan.$$$in this paper we present a number of integer programming formulations that model these loosely coupled networks with varying degrees of flexibility.$$$since merging may introduce exponentially many ordering constraints we implement a so-called branch-and-cut algorithm, in which these constraints are dynamically generated and added to the formulation when needed.$$$our results are very promising, they improve upon previous planning as integer programming approaches and lay the foundation for integer programming approaches for cost optimal planning.",ENGINEERING
D01413,"a wide array of dynamic bandwidth allocation (dba) mechanisms have recently been proposed for improving bandwidth utilization and reducing idle times and packets delays in passive optical networks (pons).$$$the dba evaluation studies commonly assumed that the report message for communicating the bandwidth demands of the distributed optical network units (onus) to the central optical line terminal (olt) is scheduled for the end of an onu's upstream transmission, after the onu's payload data transmissions.$$$in this article, we conduct a detailed investigation of the impact of the report message scheduling (rms), either at the beginning (i.e., before the pay load data) or the end of an onu upstream transmission on pon performance.$$$we analytically characterize the reduction in channel idle time with reporting at the beginning of an upstream transmission compared to reporting at the end.$$$our extensive simulation experiments consider both the ethernet passive optical networking (epon) standard and the gigabit pon (gpon) standard.$$$we find that for dbas with offline sizing and scheduling of onu upstream transmission grants at the end of a polling cycle, which processes requests from all onus, reporting at the beginning gives substantial reductions of mean packet delay at high loads.$$$for high-performing dbas with online grant sizing and scheduling, which immediately processes individual onu requests, or interleaving of onus groups, both reporting at the beginning or end give essentially the same average packet delays.",ENGINEERING
D01733,"a variety of representation learning approaches have been investigated for reinforcement learning; much less attention, however, has been given to investigating the utility of sparse coding.$$$outside of reinforcement learning, sparse coding representations have been widely used, with non-convex objectives that result in discriminative representations.$$$in this work, we develop a supervised sparse coding objective for policy evaluation.$$$despite the non-convexity of this objective, we prove that all local minima are global minima, making the approach amenable to simple optimization strategies.$$$we empirically show that it is key to use a supervised objective, rather than the more straightforward unsupervised sparse coding approach.$$$we compare the learned representations to a canonical fixed sparse representation, called tile-coding, demonstrating that the sparse coding representation outperforms a wide variety of tilecoding representations.",THEORETICAL EMPIRICAL
D02250,"widespread adoption of indoor positioning systems based on wifi fingerprinting is at present hindered by the large efforts required for measurements collection during the offline phase.$$$two approaches were recently proposed to address such issue: crowdsourcing and rss radiomap prediction based on either interpolation or propagation channel model fitting from a small set of measurements.$$$rss prediction promises better positioning accuracy when compared to crowdsourcing but no systematic analysis of the impact of system parameters on positioning accuracy is available.$$$this paper fills this gap by introducing vifi, an indoor positioning system that relies on rss prediction based on multi-wall multi-floor (mwmf) propagation model to generate a discrete rss radiomap (virtual fingerprints).$$$the vifi system is subject to an extensive experimental analysis in order to address the role of all relevant system parameters.$$$experimental results obtained in two different testbeds show that the introduction of virtual fingerprints allows reduction by a factor of 10 of the number of measurements, without significant loss in positioning accuracy.$$$the use of two testbeds also allows to derive general guidelines for the design and the implementation of a virtual fingerprinting system.",ENGINEERING EMPIRICAL
D06649,"this research introduces a new constraint domain for reasoning about data with uncertainty.$$$it extends convex modeling with the notion of p-box to gain additional quantifiable information on the data whereabouts.$$$unlike existing approaches, the p-box envelops an unknown probability instead of approximating its representation.$$$the p-box bounds are uniform cumulative distribution functions (cdf) in order to employ linear computations in the probabilistic domain.$$$the reasoning by means of p-box cdf-intervals is an interval computation which is exerted on the real domain then it is projected onto the cdf domain.$$$this operation conveys additional knowledge represented by the obtained probabilistic bounds.$$$empirical evaluation shows that, with minimal overhead, the output solution set realizes a full enclosure of the data along with tighter bounds on its probabilistic distributions.",THEORETICAL
D02782,"lane detection is to detect lanes on the road and provide the accurate location and shape of each lane.$$$it severs as one of the key techniques to enable modern assisted and autonomous driving systems.$$$however, several unique properties of lanes challenge the detection methods.$$$the lack of distinctive features makes lane detection algorithms tend to be confused by other objects with similar local appearance.$$$moreover, the inconsistent number of lanes on a road as well as diverse lane line patterns, e.g. solid, broken, single, double, merging, and splitting lines further hamper the performance.$$$in this paper, we propose a deep neural network based method, named lanenet, to break down the lane detection into two stages: lane edge proposal and lane line localization.$$$stage one uses a lane edge proposal network for pixel-wise lane edge classification, and the lane line localization network in stage two then detects lane lines based on lane edge proposals.$$$please note that the goal of our lanenet is built to detect lane line only, which introduces more difficulties on suppressing the false detections on the similar lane marks on the road like arrows and characters.$$$despite all the difficulties, our lane detection is shown to be robust to both highway and urban road scenarios method without relying on any assumptions on the lane number or the lane line patterns.$$$the high running speed and low computational cost endow our lanenet the capability of being deployed on vehicle-based systems.$$$experiments validate that our lanenet consistently delivers outstanding performances on real world traffic scenarios.",ENGINEERING
D04355,"in this work, we explore the outage probability (op) analysis of selective decode and forward (sdf) cooperation protocol employing multiple-input multipleoutput (mimo) orthogonal space-time block-code (ostbc) over time varying rayleigh fading channel conditions with imperfect channel state information (csi) and mobile nodes.$$$the closed-form expressions of the per-block average op, probability distribution function (pdf) of sum of independent and identically distributed (i.i.d.)$$$gamma random variables (rvs), and cumulative distribution function (cdf) are derived and used to investigate the performance of the relaying network.$$$a mathematical framework is developed to derive the optimal source-relay power allocation factors.$$$it is shown that source node mobility affects the per-block average op performance more significantly than the destination node mobility.$$$nevertheless, in other node mobility situations, cooperative systems are constrained by an error floor with a higher signal to noise ratio (snr) regimes.$$$simulation results show that the equal power allocation is the only possible optimal solution when source to relay link is stronger than the relay to destination link.$$$also, we allocate almost all the power to the source node when source to relay link is weaker than the relay to destination link.$$$simulation results also show that op simulated plots are in close agreement with the op analytic plots at high snr regimes.",THEORETICAL
D03947,"a growing number of people are changing the way they consume news, replacing the traditional physical newspapers and magazines by their virtual online versions or/and weblogs.$$$the interactivity and immediacy present in online news are changing the way news are being produced and exposed by media corporations.$$$news websites have to create effective strategies to catch people's attention and attract their clicks.$$$in this paper we investigate possible strategies used by online news corporations in the design of their news headlines.$$$we analyze the content of 69,907 headlines produced by four major global media corporations during a minimum of eight consecutive months in 2014.$$$in order to discover strategies that could be used to attract clicks, we extracted features from the text of the news headlines related to the sentiment polarity of the headline.$$$we discovered that the sentiment of the headline is strongly related to the popularity of the news and also with the dynamics of the posted comments on that particular news.",EMPIRICAL
D04519,"in this paper, we consider a class of nonlinear regression problems without the assumption of being independent and identically distributed.$$$we propose a correspondent mini-max problem for nonlinear regression and outline a numerical algorithm.$$$such an algorithm can be applied in regression and machine learning problems, and yield better results than traditional regression and machine learning methods.",THEORETICAL
D03797,"dynamically typed programming languages such as javascript and python defer type checking to run time.$$$in order to maximize performance, dynamic language vm implementations must attempt to eliminate redundant dynamic type checks.$$$however, type inference analyses are often costly and involve tradeoffs between compilation time and resulting precision.$$$this has lead to the creation of increasingly complex multi-tiered vm architectures.$$$this paper introduces lazy basic block versioning, a simple jit compilation technique which effectively removes redundant type checks from critical code paths.$$$this novel approach lazily generates type-specialized versions of basic blocks on-the-fly while propagating context-dependent type information.$$$this does not require the use of costly program analyses, is not restricted by the precision limitations of traditional type analyses and avoids the implementation complexity of speculative optimization techniques.$$$we have implemented intraprocedural lazy basic block versioning in a javascript jit compiler.$$$this approach is compared with a classical flow-based type analysis.$$$lazy basic block versioning performs as well or better on all benchmarks.$$$on average, 71% of type tests are eliminated, yielding speedups of up to 50%.$$$we also show that our implementation generates more efficient machine code than tracemonkey, a tracing jit compiler for javascript, on several benchmarks.$$$the combination of implementation simplicity, low algorithmic complexity and good run time performance makes basic block versioning attractive for baseline jit compilers.",ENGINEERING EMPIRICAL
D04247,"wireless networking allows users to access information and services regardless of location and physical infrastructure.$$$it is a fast growing technology due to its availability of wireless devices, flexibility, ease of installation and configuration.$$$with this rapid expansion of information and communication technology (ict), the consumption of energy is also increasing.$$$in the early age of wireless technology, computing infrastructure focused on everywhere access, capacity and speed of technology.$$$but now computing infrastructure should be energy efficient because, in wireless networking, devices are mostly powered by a battery that is a limited source of energy and is a challenge for the researchers.$$$in computing infrastructure energy saving and environmental protection has become a global demand.$$$this paper proposed a computing infrastructure based on green computing for energy efficient wireless networking.$$$further, some challenges and techniques like power consumption in network architecture, algorithm efficiency, virtualization, and dynamic power saving will be discussed to make energy efficient computing infrastructure.",ENGINEERING
D04109,"as smart meters continue to be deployed around the world collecting unprecedented levels of fine-grained data about consumers, we need to find mechanisms that are fair to both, (1) the electric utility who needs the data to improve their operations, and (2) the consumer who has a valuation of privacy but at the same time benefits from sharing consumption data.$$$in this paper we address this problem by proposing privacy contracts between electric utilities and consumers with the goal of maximizing the social welfare of both.$$$our mathematical model designs an optimization problem between a population of users that have different valuations on privacy and the costs of operation by the utility.$$$we then show how contracts can change depending on the probability of a privacy breach.$$$this line of research can help inform not only current but also future smart meter collection practices.",THEORETICAL
D05649,"we consider the problem of representing collective behavior of large populations and predicting the evolution of a population distribution over a discrete state space.$$$a discrete time mean field game (mfg) is motivated as an interpretable model founded on game theory for understanding the aggregate effect of individual actions and predicting the temporal evolution of population distributions.$$$we achieve a synthesis of mfg and markov decision processes (mdp) by showing that a special mfg is reducible to an mdp.$$$this enables us to broaden the scope of mean field game theory and infer mfg models of large real-world systems via deep inverse reinforcement learning.$$$our method learns both the reward function and forward dynamics of an mfg from real data, and we report the first empirical test of a mean field game model of a real-world social media population.",THEORETICAL EMPIRICAL
D02274,"case law has a significant impact on the proceedings of legal cases.$$$therefore, the information that can be obtained from previous court cases is valuable to lawyers and other legal officials when performing their duties.$$$this paper describes a methodology of applying discourse relations between sentences when processing text documents related to the legal domain.$$$in this study, we developed a mechanism to classify the relationships that can be observed among sentences in transcripts of united states court cases.$$$first, we defined relationship types that can be observed between sentences in court case transcripts.$$$then we classified pairs of sentences according to the relationship type by combining a machine learning model and a rule-based approach.$$$the results obtained through our system were evaluated using human judges.$$$to the best of our knowledge, this is the first study where discourse relationships between sentences have been used to determine relationships among sentences in legal court case transcripts.",ENGINEERING
D03393,"background: clinical decision support systems (cdss) are a category of health information technologies that can assist clinicians to choose optimal treatments.$$$these support systems are based on clinical trials and expert knowledge; however, the amount of data available to these systems is limited.$$$for this reason, cdsss could be significantly improved by using the knowledge obtained by treating patients.$$$this knowledge is mainly contained in patient records, whose usage is restricted due to privacy and confidentiality constraints.$$$methods: a treatment effectiveness measure, containing valuable information for treatment prescription, was defined and a method to extract this measure from patient records was developed.$$$this method uses an advanced cryptographic technology, known as secure multiparty computation (henceforth referred to as mpc), to preserve the privacy of the patient records and the confidentiality of the clinicians' decisions.$$$results: our solution enables to compute the effectiveness measure of a treatment based on patient records, while preserving privacy.$$$moreover, clinicians are not burdened with the computational and communication costs introduced by the privacy-preserving techniques that are used.$$$our system is able to compute the effectiveness of 100 treatments for a specific patient in less than 24 minutes, querying a database containing 20,000 patient records.$$$conclusion: this paper presents a novel and efficient clinical decision support system, that harnesses the potential and insights acquired from treatment data, while preserving the privacy of patient records and the confidentiality of clinician decisions.",ENGINEERING
D05774,"deep neural networks with discrete latent variables offer the promise of better symbolic reasoning, and learning abstractions that are more useful to new tasks.$$$there has been a surge in interest in discrete latent variable models, however, despite several recent improvements, the training of discrete latent variable models has remained challenging and their performance has mostly failed to match their continuous counterparts.$$$recent work on vector quantized autoencoders (vq-vae) has made substantial progress in this direction, with its perplexity almost matching that of a vae on datasets such as cifar-10.$$$in this work, we investigate an alternate training technique for vq-vae, inspired by its connection to the expectation maximization (em) algorithm.$$$training the discrete bottleneck with em helps us achieve better image generation results on cifar-10, and together with knowledge distillation, allows us to develop a non-autoregressive machine translation model whose accuracy almost matches a strong greedy autoregressive baseline transformer, while being 3.3 times faster at inference.",EMPIRICAL
D02307,"time-varying delays adversely affect the performance of networked control sys-tems (ncs) and in the worst-case can destabilize the entire system.$$$therefore, modelling network delays is important for designing ncs.$$$however, modelling time-varying delays is challenging because of their dependence on multiple pa-rameters such as length, contention, connected devices, protocol employed, and channel loading.$$$further, these multiple parameters are inherently random and de-lays vary in a non-linear fashion with respect to time.$$$this makes estimating ran-dom delays challenging.$$$this investigation presents a methodology to model de-lays in ncs using experiments and general regression neural network (grnn) due to their ability to capture non-linear relationship.$$$to compute the optimal smoothing parameter that computes the best estimates, genetic algorithm is used.$$$the objective of the genetic algorithm is to compute the optimal smoothing pa-rameter that minimizes the mean absolute percentage error (mape).$$$our results illustrate that the resulting grnn is able to predict the delays with less than 3% error.$$$the proposed delay model gives a framework to design compensation schemes for ncs subjected to time-varying delays.",EMPIRICAL
D04560,"although the recent progress is substantial, deep learning methods can be vulnerable to the maliciously generated adversarial examples.$$$in this paper, we present a novel training procedure and a thresholding test strategy, towards robust detection of adversarial examples.$$$in training, we propose to minimize the reverse cross-entropy (rce), which encourages a deep network to learn latent representations that better distinguish adversarial examples from normal ones.$$$in testing, we propose to use a thresholding strategy as the detector to filter out adversarial examples for reliable predictions.$$$our method is simple to implement using standard algorithms, with little extra training cost compared to the common cross-entropy minimization.$$$we apply our method to defend various attacking methods on the widely used mnist and cifar-10 datasets, and achieve significant improvements on robust predictions under all the threat models in the adversarial setting.",ENGINEERING
D03625,"identification of minimum number of local regions of a handwritten character image, containing well-defined discriminating features which are sufficient for a minimal but complete description of the character is a challenging task.$$$a new region selection technique based on the idea of an enhanced harmony search methodology has been proposed here.$$$the powerful framework of harmony search has been utilized to search the region space and detect only the most informative regions for correctly recognizing the handwritten character.$$$the proposed method has been tested on handwritten samples of bangla basic, compound and mixed (basic and compound characters) characters separately with svm based classifier using a longest run based feature-set obtained from the image subregions formed by a cg based quad-tree partitioning approach.$$$applying this methodology on the above mentioned three types of datasets, respectively 43.75%, 12.5% and 37.5% gains have been achieved in terms of region reduction and 2.3%, 0.6% and 1.2% gains have been achieved in terms of recognition accuracy.$$$the results show a sizeable reduction in the minimal number of descriptive regions as well a significant increase in recognition accuracy for all the datasets using the proposed technique.$$$thus the time and cost related to feature extraction is decreased without dampening the corresponding recognition accuracy.",EMPIRICAL
D05815,"this paper presents a new dataset called humbi - a large corpus of high fidelity models of behavioral signals in 3d from a diverse population measured by a massive multi-camera system.$$$with our novel design of a portable imaging system (consists of 107 hd cameras), we collect human behaviors from 164 subjects across gender, ethnicity, age, and physical condition at a public venue.$$$using the multiview image streams, we reconstruct high fidelity models of five elementary parts: gaze, face, hands, body, and cloth.$$$as a byproduct, the 3d model provides geometrically consistent image annotation via 2d projection, e.g., body part segmentation.$$$this dataset is a significant departure from the existing human datasets that suffers from subject diversity.$$$we hope the humbi opens up a new opportunity for the development for behavioral imaging.",ENGINEERING
D01741,adams' extension of parsing expression grammars enables specifying indentation sensitivity using two non-standard grammar constructs --- indentation by a binary relation and alignment.$$$this paper proposes a step-by-step transformation of well-formed adams' grammars for elimination of the alignment construct from the grammar.$$$the idea that alignment could be avoided was suggested by adams but no process for achieving this aim has been described before.,THEORETICAL
D05611,"active communication between robots and humans is essential for effective human-robot interaction.$$$to accomplish this objective, cloud robotics (cr) was introduced to make robots enhance their capabilities.$$$it enables robots to perform extensive computations in the cloud by sharing their outcomes.$$$outcomes include maps, images, processing power, data, activities, and other robot resources.$$$but due to the colossal growth of data and traffic, cr suffers from serious latency issues.$$$therefore, it is unlikely to scale a large number of robots particularly in human-robot interaction scenarios, where responsiveness is paramount.$$$furthermore, other issues related to security such as privacy breaches and ransomware attacks can increase.$$$to address these problems, in this paper, we have envisioned the next generation of social robotic architectures based on fog robotics (fr) that inherits the strengths of fog computing to augment the future social robotic systems.$$$these new architectures can escalate the dexterity of robots by shoving the data closer to the robot.$$$additionally, they can ensure that human-robot interaction is more responsive by resolving the problems of cr.$$$moreover, experimental results are further discussed by considering a scenario of fr and latency as a primary factor comparing to cr models.",THEORETICAL ENGINEERING EMPIRICAL
D02119,"medical errors are leading causes of death in the us and as such, prevention of these errors is paramount to promoting health care.$$$patient safety event reports are narratives describing potential adverse events to the patients and are important in identifying and preventing medical errors.$$$we present a neural network architecture for identifying the type of safety events which is the first step in understanding these narratives.$$$our proposed model is based on a soft neural attention model to improve the effectiveness of encoding long sequences.$$$empirical results on two large-scale real-world datasets of patient safety reports demonstrate the effectiveness of our method with significant improvements over existing methods.",EMPIRICAL
D06045,"the original pascaline was a mechanical calculator able to sum and subtract integers.$$$it encodes information in the angles of mechanical wheels and through a set of gears, and aided by gravity, could perform the calculations.$$$here, we show that such a concept can be realized in electronics using memory elements such as memristive systems.$$$by using memristive emulators we have demonstrated experimentally the memcomputing version of the mechanical pascaline, capable of processing and storing the numerical results in the multiple levels of each memristive element.$$$our result is the first experimental demonstration of multidigit arithmetics with multi-level memory devices that further emphasizes the versatility and potential of memristive systems for future massively-parallel high-density computing architectures.",ENGINEERING
D02685,"this paper presents a bionic reflex control strategy for a kinematically constrained robotic finger.$$$here, the bionic reflex is achieved through a force tracking impedance control strategy.$$$the dynamic model of the finger is reduced subject to kinematic constraints.$$$thereafter, an impedance control strategy that allows exact tracking of forces is discussed.$$$simulation results for a single finger holding a rectangular object against a flat surface are presented.$$$bionic reflex response time is of the order of milliseconds.",THEORETICAL
D05621,"the discrimination and simplicity of features are very important for effective and efficient pedestrian detection.$$$however, most state-of-the-art methods are unable to achieve good tradeoff between accuracy and efficiency.$$$inspired by some simple inherent attributes of pedestrians (i.e., appearance constancy and shape symmetry), we propose two new types of non-neighboring features (nnf): side-inner difference features (sidf) and symmetrical similarity features (ssf).$$$sidf can characterize the difference between the background and pedestrian and the difference between the pedestrian contour and its inner part.$$$ssf can capture the symmetrical similarity of pedestrian shape.$$$however, it's difficult for neighboring features to have such above characterization abilities.$$$finally, we propose to combine both non-neighboring and neighboring features for pedestrian detection.$$$it's found that non-neighboring features can further decrease the average miss rate by 4.44%.$$$experimental results on inria and caltech pedestrian datasets demonstrate the effectiveness and efficiency of the proposed method.$$$compared to the state-of-the-art methods without using cnn, our method achieves the best detection performance on caltech, outperforming the second best method (i.e., checkboards) by 1.63%.",THEORETICAL
D04368,"automated detection of abnormalities in data has been studied in research area in recent years because of its diverse applications in practice including video surveillance, industrial damage detection and network intrusion detection.$$$however, building an effective anomaly detection system is a non-trivial task since it requires to tackle challenging issues of the shortage of annotated data, inability of defining anomaly objects explicitly and the expensive cost of feature engineering procedure.$$$unlike existing appoaches which only partially solve these problems, we develop a unique framework to cope the problems above simultaneously.$$$instead of hanlding with ambiguous definition of anomaly objects, we propose to work with regular patterns whose unlabeled data is abundant and usually easy to collect in practice.$$$this allows our system to be trained completely in an unsupervised procedure and liberate us from the need for costly data annotation.$$$by learning generative model that capture the normality distribution in data, we can isolate abnormal data points that result in low normality scores (high abnormality scores).$$$moreover, by leverage on the power of generative networks, i.e. energy-based models, we are also able to learn the feature representation automatically rather than replying on hand-crafted features that have been dominating anomaly detection research over many decades.$$$we demonstrate our proposal on the specific application of video anomaly detection and the experimental results indicate that our method performs better than baselines and are comparable with state-of-the-art methods in many benchmark video anomaly detection datasets.",ENGINEERING EMPIRICAL
D01551,"recommender systems benefit us in tackling the problem of information overload by predicting our potential choices among diverse niche objects.$$$so far, a variety of personalized recommendation algorithms have been proposed and most of them are based on similarities, such as collaborative filtering and mass diffusion.$$$here, we propose a novel vertex similarity index named cosra, which combines advantages of both the cosine index and the resource-allocation (ra) index.$$$by applying the cosra index to real recommender systems including movielens, netflix and rym, we show that the cosra-based method has better performance in accuracy, diversity and novelty than some benchmark methods.$$$moreover, the cosra index is free of parameters, which is a significant advantage in real applications.$$$further experiments show that the introduction of two turnable parameters cannot remarkably improve the overall performance of the cosra index.",THEORETICAL EMPIRICAL
D00231,"covariant-contravariant simulation and conformance simulation generalize plain simulation and try to capture the fact that it is not always the case that ""the larger the number of behaviors, the better"".$$$we have previously studied their logical characterizations and in this paper we present the axiomatizations of the preorders defined by the new simulation relations and their induced equivalences.$$$the interest of our results lies in the fact that the axiomatizations help us to know the new simulations better, understanding in particular the role of the contravariant characteristics and their interplay with the covariant ones; moreover, the axiomatizations provide us with a powerful tool to (algebraically) prove results of the corresponding semantics.$$$but we also consider our results interesting from a metatheoretical point of view: the fact that the covariant-contravariant simulation equivalence is indeed ground axiomatizable when there is no action that exhibits both a covariant and a contravariant behaviour, but becomes non-axiomatizable whenever we have together actions of that kind and either covariant or contravariant actions, offers us a new subtle example of the narrow border separating axiomatizable and non-axiomatizable semantics.$$$we expect that by studying these examples we will be able to develop a general theory separating axiomatizable and non-axiomatizable semantics.",THEORETICAL
D00535,"deep generative models are tremendously successful in learning low-dimensional latent representations that well-describe the data.$$$these representations, however, tend to much distort relationships between points, i.e. pairwise distances tend to not reflect semantic similarities well.$$$this renders unsupervised tasks, such as clustering, difficult when working with the latent representations.$$$we demonstrate that taking the geometry of the generative model into account is sufficient to make simple clustering algorithms work well over latent representations.$$$leaning on the recent finding that deep generative models constitute stochastically immersed riemannian manifolds, we propose an efficient algorithm for computing geodesics (shortest paths) and computing distances in the latent space, while taking its distortion into account.$$$we further propose a new architecture for modeling uncertainty in variational autoencoders, which is essential for understanding the geometry of deep generative models.$$$experiments show that the geodesic distance is very likely to reflect the internal structure of the data.",ENGINEERING
D00240,"computation models such as circuits describe sequences of computation steps that are carried out one after the other.$$$in other words, algorithm design is traditionally subject to the restriction imposed by a fixed causal order.$$$we address a novel computing paradigm beyond quantum computing, replacing this assumption by mere logical consistency: we study non-causal circuits, where a fixed time structure within a gate is locally assumed whilst the global causal structure between the gates is dropped.$$$we present examples of logically consistent non- causal circuits outperforming all causal ones; they imply that suppressing loops entirely is more restrictive than just avoiding the contradictions they can give rise to.$$$that fact is already known for correlations as well as for communication, and we here extend it to computation.",THEORETICAL
D06098,"weighted low-rank approximation (wlra), a dimensionality reduction technique for data analysis, has been successfully used in several applications, such as in collaborative filtering to design recommender systems or in computer vision to recover structure from motion.$$$in this paper, we study the computational complexity of wlra and prove that it is np-hard to find an approximate solution, even when a rank-one approximation is sought.$$$our proofs are based on a reduction from the maximum-edge biclique problem, and apply to strictly positive weights as well as binary weights (the latter corresponding to low-rank matrix approximation with missing data).",THEORETICAL
D05442,computationally efficient classification system architecture is proposed.$$$it utilizes fast tensor-vector multiplication algorithm to apply linear operators upon input signals .$$$the approach is applicable to wide variety of recognition system architectures ranging from single stage matched filter bank classifiers to complex neural networks with unlimited number of hidden layers.,THEORETICAL ENGINEERING
D05941,"chirality plays an important role in physics, chemistry, biology, and other fields.$$$it describes an essential symmetry in structure.$$$however, chirality invariants are usually complicated in expression or difficult to evaluate.$$$in this paper, we present five general three-dimensional chirality invariants based on the generating functions.$$$and the five chiral invariants have four characteristics:(1) they play an important role in the detection of symmetry, especially in the treatment of 'false zero' problem.$$$(2) three of the five chiral invariants decode an universal chirality index.$$$(3) three of them are proposed for the first time.$$$(4) the five chiral invariants have low order no bigger than 4, brief expression, low time complexity o(n) and can act as descriptors of three-dimensional objects in shape analysis.$$$the five chiral invariants give a geometric view to study the chiral invariants.$$$and the experiments show that the five chirality invariants are effective and efficient, they can be used as a tool for symmetry detection or features in shape analysis.",THEORETICAL ENGINEERING
D03818,"this work presents a model predictive controller (mpc) that is able to handle linear time-varying (ltv) plants with pwm control.$$$the mpc is based on a planner that employs a pam or impulsive approximation as a hot-start and then uses explicit linearization around successive pwm solutions for rapidly improving the solution by means of linear programming.$$$as an example, the problem of rendezvous of spacecraft for eccentric target orbits is considered.$$$the problem is modeled by the ltv tschauner-hempel equations, whose transition matrix is explicit; this is exploited by the algorithm for rapid convergence.$$$the efficacy of the method is shown in a simulation study.",ENGINEERING
D05921,"virtualization is generally adopted in server and desktop environments to provide for fault tolerance, resource management, and energy efficiency.$$$virtualization enables parallel execution of multiple operating systems (oss) while sharing the hardware resources.$$$virtualization was previously not deemed as feasible technology for mobile and embedded devices due to their limited processing and memory resource.$$$however, the enterprises are advocating bring your own device (byod) applications that enable co-existence of heterogeneous oss on a single mobile device.$$$moreover, embedded device require virtualization for logical isolation of secure and general purpose oss on a single device.$$$in this paper, we investigate the processor architectures in the mobile and embedded space while examining their formal visualizability.$$$we also compare the virtualization solutions enabling coexistence of multiple oss in multicore processor system-on-chip (mpsoc) mobile and embedded systems.$$$we advocate that virtualization is necessary to manage resource in mpsoc designs and to enable byod, security, and logical isolation use cases.",THEORETICAL
D03134,"this article presents two area/latency optimized gate level asynchronous full adder designs which correspond to early output logic.$$$the proposed full adders are constructed using the delay-insensitive dual-rail code and adhere to the four-phase return-to-zero handshaking.$$$for an asynchronous ripple carry adder (rca) constructed using the proposed early output full adders, the relative-timing assumption becomes necessary and the inherent advantages of the relative-timed rca are: (1) computation with valid inputs, i.e., forward latency is data-dependent, and (2) computation with spacer inputs involves a bare minimum constant reverse latency of just one full adder delay, thus resulting in the optimal cycle time.$$$with respect to different 32-bit rca implementations, and in comparison with the optimized strong-indication, weak-indication, and early output full adder designs, one of the proposed early output full adders achieves respective reductions in latency by 67.8, 12.3 and 6.1 %, while the other proposed early output full adder achieves corresponding reductions in area by 32.6, 24.6 and 6.9 %, with practically no power penalty.$$$further, the proposed early output full adders based asynchronous rcas enable minimum reductions in cycle time by 83.4, 15, and 8.8 % when considering carry-propagation over the entire rca width of 32-bits, and maximum reductions in cycle time by 97.5, 27.4, and 22.4 % for the consideration of a typical carry chain length of 4 full adder stages, when compared to the least of the cycle time estimates of various strong-indication, weak-indication, and early output asynchronous rcas of similar size.$$$all the asynchronous full adders and rcas were realized using standard cells in a semi-custom design fashion based on a 32/28 nm cmos process technology.",ENGINEERING
D01889,"skin cancer is a major public health problem, with over 5 million newly diagnosed cases in the united states each year.$$$melanoma is the deadliest form of skin cancer, responsible for over 9,000 deaths each year.$$$in this paper, we propose an ensemble of deep convolutional neural networks to classify dermoscopy images into three classes.$$$to achieve the highest classification accuracy, we fuse the outputs of the softmax layers of four different neural architectures.$$$for aggregation, we consider the individual accuracies of the networks weighted by the confidence values provided by their final softmax layers.$$$this fusion-based approach outperformed all the individual neural networks regarding classification accuracy.",THEORETICAL EMPIRICAL
D01329,"we establish basic information about the set of tight tensors, the tensors with continuous regular symmetry.$$$our motivation is strassen's astounding asymptotic rank conjecture that the asymptotic rank of any tight tensor is minimal.$$$in particular, we determine the dimension of the set of tight tensors.$$$surprisingly we prove this dimension equals the dimension of the set of oblique tensors, a less restrictive class of tensors that strassen identified as useful for his laser method.",THEORETICAL
D03384,"this paper proposes a parallel optimization algorithm for cooperative automation of large-scale connected vehicles.$$$the task of cooperative automation is formulated as a centralized optimization problem taking the whole decision space of all vehicles into account.$$$considering the uncertainty of the environment, the problem is solved in a receding horizon fashion.$$$then, we employ the alternating direction method of multipliers (admm) to solve the centralized optimization in a parallel way, which scales more favorably to large-scale instances.$$$also, taylor series is used to linearize nonconvex constraints caused by coupling collision avoidance constraints among interactive vehicles.$$$simulations with two typical traffic scenes for multiple vehicles demonstrate the effectiveness and efficiency of our method.",THEORETICAL
D01455,"we present a technique that uses images, videos and sensor data taken from first-person point-of-view devices to perform egocentric field-of-view (fov) localization.$$$we define egocentric fov localization as capturing the visual information from a person's field-of-view in a given environment and transferring this information onto a reference corpus of images and videos of the same space, hence determining what a person is attending to.$$$our method matches images and video taken from the first-person perspective with the reference corpus and refines the results using the first-person's head orientation information obtained using the device sensors.$$$we demonstrate single and multi-user egocentric fov localization in different indoor and outdoor environments with applications in augmented reality, event understanding and studying social interactions.",ENGINEERING EMPIRICAL
